ID,Line,EndLine,CC,NL,WMC,CBOI,NOI,AD,CD,CLOC,PUA,NA,NG,NLG,NS,TNM,bug
L14308,40,202,0.0,1,13,10,8,0.777778,0.345679,28,2,3,4,2,1,36,0
L16133,28,92,0.0,3,17,8,4,0.857143,0.278689,17,1,2,0,0,1,10,0
L15450,50,322,0.0,5,25,2,30,0.571429,0.271357,54,3,8,2,0,2,72,0
L19481,30,209,0.0,5,25,7,23,0.6,0.296296,40,4,6,6,3,1,41,0
L15500,31,307,0.0,3,38,2,7,0.571429,0.536,134,3,13,1,1,1,21,0
L19614,31,132,0.0,1,10,2,5,1.0,0.521277,49,0,4,4,4,0,8,0
L16816,26,52,0.0,0,1,60,0,1.0,0.938776,46,0,0,0,0,0,1,0
L19650,30,77,0.0,1,6,2,2,1.0,0.530612,26,0,2,0,0,0,5,0
L19672,22,35,0.0,1,3,4,1,0.0,0.0,0,1,3,0,0,0,13,0
L3176,55,262,0.0,3,33,31,10,1.0,0.358744,80,0,14,1,1,0,12,0
L3196,38,172,0.0,3,25,114,22,0.866667,0.282258,35,2,3,2,1,1,29,0
L19851,35,156,0.0,1,7,8,3,0.166667,0.14285699999999998,4,5,1,2,0,1,35,0
L22943,24,39,0.0,0,3,1,1,0.0,0.0,0,4,1,2,1,0,5,0
L14724,40,326,0.24473000000000006,4,33,12,9,0.923077,0.284768,43,1,5,5,3,2,31,1
L15098,36,329,0.0484037,4,39,9,25,0.6,0.293269,61,6,4,3,2,1,57,1
L16114,39,98,0.282297,3,13,4,14,0.571429,0.30303,20,3,2,4,2,1,18,0
L17048,23,39,0.0,0,6,1,3,0.14285699999999998,0.14285699999999998,2,6,1,1,0,0,10,0
L20163,30,190,0.105145,2,18,2,17,1.0,0.333333,50,0,6,3,0,1,37,1
L17605,26,81,0.0,1,8,4,6,1.0,0.34328400000000003,23,0,7,0,0,0,5,0
L4124,34,319,0.181308,2,30,21,8,1.0,0.314685,45,0,6,5,3,2,31,0
L20576,22,40,0.0,2,4,1,1,0.0,0.111111,2,1,3,0,0,0,13,0
L17584,34,177,0.0,3,34,2,16,0.14285699999999998,0.285714,42,6,10,1,0,0,17,0
L20628,34,74,0.0,0,5,1,4,0.5,0.235294,8,3,1,3,2,0,13,0
L20676,29,92,0.0,3,13,7,14,0.857143,0.1875,12,1,2,3,1,1,17,0
L3189,47,207,0.0,3,25,212,12,1.0,0.491018,82,0,1,2,2,1,12,0
L20727,28,44,0.0,0,3,0,4,0.5,0.702703,26,2,2,2,0,0,11,0
L20746,38,142,0.0,4,22,1,4,0.2,0.105263,10,8,2,3,3,0,10,0
L22953,29,226,0.0,3,17,13,12,0.75,0.309859,44,2,0,0,0,0,23,0
L20734,38,86,0.555556,1,7,5,4,0.428571,0.382979,18,4,1,2,1,0,10,0
L14980,39,332,0.618217,8,87,8,16,0.9,0.245552,69,1,6,2,1,0,11,0
L20849,45,254,0.0,7,60,7,16,0.916667,0.34434000000000003,73,1,5,6,4,1,23,1
L20898,40,69,0.0,0,3,1,4,0.75,0.666667,28,1,1,2,1,0,5,0
L23026,31,59,0.0,1,5,1,5,0.25,0.148148,4,3,2,3,1,0,8,0
L20912,36,122,0.0,1,17,3,12,0.214286,0.144928,10,11,1,0,0,0,13,0
L17070,28,145,0.0,4,24,1,9,0.571429,0.33070900000000003,42,3,4,1,0,0,11,0
L17063,26,97,0.0,3,12,1,9,0.571429,0.323944,23,3,4,1,0,0,10,0
L23041,49,144,0.116197,1,5,3,0,0.2,0.466667,21,4,2,2,2,0,12,0
L5940,22,36,0.0,0,1,85,0,1.0,0.741935,23,0,2,0,0,0,1,0
L16702,36,92,0.0,2,9,45,3,1.0,0.625,40,0,1,1,1,0,9,0
L6345,32,210,0.0,1,24,143,4,0.652174,0.6153850000000001,104,8,1,1,1,1,24,0
L11376,288,526,0.0,1,16,63,3,1.0,0.902287,434,0,2,2,2,1,15,1
L15563,23,62,0.0,0,8,4,7,0.222222,0.46,23,7,3,2,0,1,17,0
L19970,25,216,0.0,5,40,2,11,0.0,0.352941,66,1,14,1,0,0,21,0
L8080,100,225,0.0,2,16,20,3,0.928571,0.6864859999999999,127,1,3,1,1,5,13,1
L17894,42,82,0.5,0,2,6,1,1.0,0.744186,32,0,0,1,1,0,5,0
L8492,33,247,0.0,1,23,22,0,0.866667,0.518325,99,2,18,5,5,0,14,1
L17103,30,38,0.0,0,1,2,0,1.0,0.8235290000000001,14,0,0,1,0,0,3,0
L17118,30,135,0.0,0,5,4,0,1.0,0.568627,29,0,3,3,3,0,12,0
L21467,41,100,0.0,2,11,1,12,0.25,0.274194,17,6,1,3,2,0,10,0
L4140,31,179,0.5071939999999999,1,10,81,7,0.857143,0.195122,8,1,2,3,1,1,26,0
L22458,26,189,0.135189,3,25,2,17,0.75,0.301775,51,2,12,1,0,0,13,0
L15892,39,130,0.564516,3,15,3,9,0.666667,0.2,18,2,1,2,1,0,7,0
L22540,26,219,0.0,2,8,2,3,1.0,0.661017,78,0,8,1,1,2,13,1
L19815,30,95,0.0,3,11,3,6,1.0,0.40625,26,0,3,1,1,0,6,0
L9234,22,48,0.0,0,3,77,0,1.0,0.6190479999999999,26,0,3,1,1,1,3,0
L19833,32,75,0.0,2,6,1,10,1.0,0.4375,21,0,4,1,0,0,9,0
L19826,30,46,0.0,0,1,11,1,1.0,0.8,32,0,4,1,0,1,4,0
L7263,33,59,0.0,1,7,7,7,0.25,0.3,9,3,3,4,1,1,21,0
L22712,34,199,0.0,5,25,1,7,0.5,0.288462,45,3,10,0,0,1,13,0
L18589,40,105,0.381818,1,10,2,4,1.0,0.421053,24,0,2,2,1,0,26,0
L18644,48,460,0.0,2,40,5,15,1.0,0.496154,129,0,4,2,0,2,45,0
L18612,35,170,0.0,2,15,17,1,1.0,0.562044,77,0,4,4,4,0,12,0
L18591,43,101,0.0,1,10,4,0,1.0,0.5797100000000001,40,0,1,2,2,0,9,0
L18885,60,127,0.0,1,6,2,5,1.0,0.764706,65,0,2,3,1,1,22,0
L18932,41,101,0.0,1,10,2,4,1.0,0.431034,25,0,2,2,1,0,25,0
L18926,42,107,0.381818,1,10,2,4,1.0,0.440678,26,0,2,2,1,0,26,0
L19011,49,102,0.0,1,6,2,1,1.0,0.574074,31,0,2,1,1,0,20,0
L19048,50,111,0.0,1,6,2,1,1.0,0.561404,32,0,2,1,1,0,21,0
L18920,40,105,0.381818,1,10,2,4,1.0,0.421053,24,0,2,2,1,0,26,0
L18854,41,73,0.0,0,5,8,0,1.0,0.785714,33,0,0,1,1,0,5,0
L18648,41,199,0.0,1,9,8,6,1.0,0.471698,25,0,2,2,0,1,35,1
L13964,22,32,0.0,0,2,1,0,0.333333,0.655172,19,2,0,0,0,0,2,0
L13996,24,226,0.6620149999999999,2,23,1,1,0.75,0.282927,58,1,16,3,3,0,7,0
L8095,34,544,0.0,6,56,17,27,0.6190479999999999,0.348837,165,8,7,12,12,5,21,0
L14215,25,32,0.0,0,2,4,0,0.333333,0.363636,4,2,0,0,0,0,2,0
L8131,33,152,0.339713,2,14,5,5,0.9,0.419643,47,1,5,3,3,0,9,0
L14279,37,171,0.0,5,20,1,12,1.0,0.392593,53,0,0,7,7,0,7,0
L14080,25,84,0.0,1,7,6,1,0.857143,0.363636,20,1,3,1,1,1,6,0
L14371,22,81,0.0,3,11,1,0,0.5,0.318841,22,2,0,0,0,0,3,0
L8126,23,61,0.0,1,4,7,1,0.75,0.490909,27,1,2,0,0,0,3,0
L14395,29,95,0.0,3,10,0,5,1.0,0.288136,17,0,6,0,0,0,4,0
L14440,28,77,0.5703699999999999,1,6,0,4,0.333333,0.382353,26,2,18,3,0,0,9,0
L14402,21,218,0.208824,2,23,4,9,1.0,0.472222,85,0,7,4,4,1,14,0
L8143,26,79,0.0,0,7,9,0,0.714286,0.472222,34,2,5,2,2,1,7,0
L13985,24,132,0.0,4,13,6,3,1.0,0.26,26,0,9,6,6,0,9,0
L14595,43,268,0.119134,3,26,1,14,0.666667,0.348958,67,3,0,8,8,0,15,0
L14422,29,92,0.0,2,10,6,1,0.5,0.413793,24,4,4,3,1,3,12,0
L14522,55,463,0.254062,11,59,1,46,0.5,0.244838,83,4,5,4,4,1,15,0
L14250,21,64,0.0,0,5,7,0,0.833333,0.551724,32,1,2,2,2,2,5,0
L20265,42,158,0.0,1,5,2,4,0.333333,0.642857,27,2,2,8,0,1,50,0
L20375,21,104,0.0,1,2,3,11,1.0,0.35,14,0,6,0,0,1,15,0
L20351,54,190,0.594128,10,27,1,20,1.0,0.176923,23,0,1,2,2,0,4,0
L16065,28,58,0.486239,1,12,1,1,0.166667,0.178571,5,5,1,0,0,0,5,0
L16085,29,58,0.524752,1,11,0,0,0.166667,0.241379,7,5,1,0,0,0,5,0
L16112,33,79,0.0,1,10,2,8,1.0,0.377778,17,0,3,5,2,2,23,0
L16139,35,79,0.0,2,8,1,10,0.2,0.2,9,4,6,0,0,1,12,0
L16186,41,131,0.0,1,18,2,14,0.230769,0.108108,8,10,3,9,6,2,25,0
L15590,148,956,0.0800478,4,88,1,29,0.916667,0.541562,430,3,22,10,10,11,54,0
L15821,39,164,0.0,1,20,1,10,0.15,0.107143,12,17,9,10,8,9,30,0
L15882,38,113,0.0,2,7,0,8,1.0,0.592593,48,0,0,0,0,0,2,0
L21516,47,290,0.0,5,52,2,11,0.8,0.26907600000000004,67,2,12,1,1,0,16,1
L21606,30,290,0.0,3,51,2,18,0.2,0.206349,39,8,10,1,1,0,39,0
L7245,31,154,0.18299,1,18,8,8,0.384615,0.169014,12,8,3,9,6,1,33,0
L7255,36,181,0.371585,3,33,19,13,0.5,0.19403,26,7,5,9,6,1,26,0
L14914,30,200,0.109737,2,21,4,8,0.461538,0.175,14,7,3,9,6,1,33,0
L14732,34,246,0.239718,3,28,11,9,0.333333,0.125,13,8,3,8,5,1,47,1
L7260,30,64,0.0,0,5,39,1,1.0,0.645161,20,0,1,6,4,1,17,0
L20302,30,107,0.0,1,15,2,14,0.166667,0.084507,6,5,9,1,0,1,11,0
L7250,30,87,0.0,1,13,24,9,0.545455,0.1875,9,5,2,8,5,1,23,0
L20277,32,146,0.390688,2,12,2,23,0.125,0.103093,10,7,7,2,2,0,7,0
L20295,30,115,0.0,2,16,4,9,0.272727,0.108108,8,8,6,2,2,0,10,0
L16293,22,112,0.0,3,19,1,0,0.5,0.116279,10,2,1,2,2,1,4,0
L16315,23,106,0.0,2,8,1,0,1.0,0.574468,54,0,0,1,1,0,2,1
L16326,39,109,0.0,0,2,3,1,0.333333,0.47619,10,2,2,1,1,0,6,0
L16353,33,82,0.0,0,4,2,0,0.4,0.392857,11,3,3,1,1,0,7,0
L16378,57,410,0.0,3,55,3,33,0.769231,0.441176,150,3,7,3,3,3,19,0
L16445,26,61,0.0,1,5,2,0,0.5,0.6153850000000001,32,1,3,0,0,0,1,0
L16440,28,40,0.0,0,2,1,2,1.0,0.266667,4,0,3,0,0,0,13,0
L12035,24,28,0.0,0,1,13,0,0.5,0.8,20,1,0,0,0,0,1,0
L12040,23,202,0.0,3,34,15,2,0.363636,0.253012,42,7,9,2,2,2,28,0
L12100,23,132,0.0,4,17,2,0,1.0,0.401961,41,0,7,1,1,1,19,0
L12142,26,67,0.0,0,8,1,5,0.111111,0.0571429,2,8,5,2,2,1,19,0
L12177,26,92,0.0,0,11,1,8,0.25,0.241379,14,9,5,2,2,1,21,0
L4092,38,222,0.0,4,28,168,9,1.0,0.544944,97,0,2,2,2,1,19,1
L11991,51,680,0.0,5,75,42,12,0.88,0.293987,132,3,11,11,9,2,94,5
L11989,26,37,0.0,1,2,0,3,0.5,0.357143,5,1,11,11,0,2,37,0
L11999,26,67,0.0,1,12,2,1,0.1,0.0909091,3,9,9,1,1,1,22,0
L10462,26,229,0.0,3,31,63,0,1.0,0.481675,92,0,3,1,1,1,17,0
L10442,28,209,0.371373,3,34,40,2,1.0,0.440476,74,0,3,1,1,1,17,0
L10472,35,144,0.0,3,12,28,1,1.0,0.538462,42,0,3,0,0,0,7,1
L12217,36,74,0.0,0,4,11,0,1.0,0.765957,36,0,1,1,1,1,4,0
L12668,29,33,0.0,0,1,9,0,0.5,0.583333,7,1,0,0,0,0,1,0
L12713,27,31,0.0,0,1,3,0,0.5,0.5,5,1,0,0,0,0,1,0
L12727,36,96,0.0,4,9,0,0,0.5,0.175439,10,1,0,1,1,0,2,0
L12757,34,205,0.0,1,3,0,3,0.333333,0.291667,7,2,12,11,0,2,76,1
L13290,38,361,0.0,4,65,44,14,0.375,0.184615,48,15,16,8,6,5,56,0
L13377,27,80,0.0,3,6,1,3,0.5,0.56338,40,2,14,1,0,1,22,0
L13368,29,101,0.0,2,15,1,8,0.333333,0.238806,16,4,13,1,0,2,29,0
L12922,44,120,0.0,0,1,0,3,1.0,0.76,19,0,11,11,0,2,73,2
L12362,58,164,0.227273,3,17,3,3,0.6,0.564516,70,2,2,1,0,2,9,0
L12963,31,46,0.0,0,3,4,0,0.25,0.45,9,3,3,2,1,1,5,0
L3119,35,243,0.145957,2,27,121,11,1.0,0.340102,67,0,5,2,0,1,25,3
L13019,23,98,0.0,1,12,7,0,0.0,0.206349,13,1,6,4,4,2,11,0
L13068,28,116,0.0,2,20,3,2,0.14285699999999998,0.268041,26,6,11,1,1,1,19,0
L13060,28,158,0.0,2,26,11,7,0.416667,0.128205,15,7,10,1,1,2,24,0
L12367,55,121,0.434783,2,11,3,1,0.6,0.633333,57,2,2,1,0,2,8,0
L12993,34,52,0.0,1,3,3,1,0.333333,0.5,13,2,2,1,0,1,4,0
L12722,39,119,0.0,0,3,2,3,0.5,0.525,21,2,5,1,0,1,12,0
L10637,29,94,0.490323,1,8,2,1,0.0,0.0,0,1,2,2,2,0,6,0
L10660,55,258,0.0,4,27,5,13,0.277778,0.205714,36,13,7,2,0,3,26,0
L10730,26,145,0.747801,2,17,1,8,0.0,0.0,0,8,8,1,1,1,19,0
L10704,26,149,0.7690060000000001,1,16,3,8,0.0,0.040404,4,8,11,1,1,1,18,0
L10737,29,51,0.0,0,4,1,0,0.2,0.25,6,4,4,0,0,0,5,0
L10642,36,263,0.14578,6,30,4,0,0.0,0.00540541,1,1,7,4,4,1,11,0
L10871,30,36,0.0,0,1,0,0,0.5,0.5,7,1,0,0,0,0,1,0
L10905,23,61,0.0,1,7,5,0,0.333333,0.4130430000000001,19,2,9,0,0,0,4,1
L10926,27,95,0.338028,1,17,3,1,1.0,0.27026999999999995,20,0,1,0,0,0,5,1
L10960,30,79,0.0,0,8,8,2,0.25,0.27907,12,6,4,3,3,2,8,0
L10994,54,350,0.20083,6,62,5,48,0.307692,0.169231,44,9,8,7,7,4,20,0
L11168,49,388,0.188648,11,83,4,25,0.28,0.313131,93,18,9,14,7,3,82,1
L11160,58,683,0.0428513,5,86,2,63,0.375,0.272,136,15,10,5,5,4,31,1
L11010,31,250,0.0,3,28,10,7,0.533333,0.455556,82,7,6,4,4,2,18,0
L11321,25,131,0.0,3,21,2,10,0.3,0.230769,21,7,4,0,0,0,9,0
L10974,41,139,0.0,0,10,13,3,0.285714,0.478261,44,5,9,5,5,4,13,0
L11304,28,106,0.0,2,12,1,6,0.625,0.26087,18,3,3,0,0,0,8,1
L11823,30,112,0.126354,3,17,1,4,0.2,0.318182,28,8,5,4,4,0,9,0
L11337,29,47,0.0,0,3,1,4,0.25,0.263158,5,3,6,6,2,0,12,0
L11327,26,100,0.0,1,9,1,5,0.5,0.463768,32,4,5,2,2,0,14,0
L10309,30,83,0.531469,1,8,2,1,1.0,0.104167,5,0,2,2,2,0,6,0
L10315,39,237,0.158114,6,30,4,0,1.0,0.0440252,7,0,7,4,4,1,11,0
L10333,52,218,0.0,4,23,5,11,0.25,0.295775,42,12,7,2,0,2,24,0
L10466,28,134,0.7369939999999999,2,17,1,9,0.125,0.048192800000000015,4,7,8,1,1,1,19,0
L10436,29,140,0.7690060000000001,1,16,3,8,0.125,0.0930233,8,7,11,1,1,1,18,0
L10476,27,49,0.0,0,4,1,0,0.2,0.181818,4,4,4,0,0,0,5,0
L41245,26,55,0.0,1,6,4,0,0.0,0.0,0,6,1,2,2,0,5,0
L41258,26,100,0.0,7,18,4,7,0.0,0.11428599999999997,8,11,2,5,5,1,10,0
L41302,26,202,0.0,0,2,8,0,0.0,0.0,0,2,19,2,2,0,2,0
L41032,40,280,0.153101,2,24,6,16,0.571429,0.418994,75,3,8,4,4,2,16,0
L41362,31,88,0.329502,0,2,0,3,0.0,0.0,0,3,0,0,0,0,5,0
L41269,20,100,0.0,0,17,4,0,0.0555556,0.197368,15,17,8,8,8,8,17,0
L41126,66,351,0.133221,3,33,6,16,0.571429,0.492063,124,6,7,8,8,3,19,0
L41492,25,81,0.359833,0,2,0,3,0.0,0.0,0,3,0,0,0,0,3,0
L44372,20,130,0.0,1,23,9,0,0.214286,0.263158,30,11,0,2,2,0,13,0
L44405,24,799,0.700365,2,48,1,0,0.928571,0.214182,148,1,1,0,0,0,13,0
L30520,38,233,0.0,2,32,6,12,1.0,0.279412,57,0,4,1,1,0,14,0
L28495,45,97,0.0,2,8,6,0,0.25,0.396825,25,3,2,0,0,0,4,0
L44646,27,47,0.0,0,1,0,0,1.0,0.738095,31,0,8,0,0,0,1,0
L18411,26,77,0.0,0,3,8,1,0.5,0.25,4,2,1,1,1,0,8,0
L45193,21,103,0.217865,2,39,22,0,0.25,0.20202,20,3,0,0,0,0,3,0
L15269,80,771,0.13208499999999998,2,102,16,7,0.927273,0.431343,289,4,2,5,5,2,55,0
L15262,23,101,0.0,2,18,2,10,0.857143,0.452055,33,1,2,5,0,2,61,0
L44706,30,173,0.0,3,17,2,2,0.333333,0.433824,59,4,8,0,0,0,6,0
L16599,29,74,0.0,1,7,6,0,0.5,0.315789,12,1,2,0,0,0,5,0
L9565,23,166,0.0,2,26,37,0,1.0,0.432099,70,0,3,0,0,0,12,0
L17514,29,215,0.0,2,29,1,7,0.769231,0.346591,61,3,4,0,0,0,19,0
L45034,23,124,0.450161,2,18,2,0,1.0,0.513043,59,0,0,0,0,0,6,0
L15299,32,217,0.0,1,15,5,6,1.0,0.405405,45,0,7,1,1,0,17,0
L45130,26,66,0.0,2,9,2,0,1.0,0.627119,37,0,0,0,0,0,3,0
L45143,20,28,0.0,1,2,18,0,1.0,0.708333,17,0,0,0,0,0,1,0
L12595,61,447,0.13428900000000002,6,44,9,0,1.0,0.503979,190,0,9,0,0,0,7,0
L33249,24,105,0.0,0,6,6,1,1.0,0.781818,43,0,0,1,1,0,15,0
L33283,29,49,0.0,0,1,3,1,1.0,0.45,9,0,3,2,0,0,12,0
L44567,29,100,0.0,0,8,2,1,0.25,0.257143,9,6,1,2,1,0,27,0
L41635,36,265,0.0,3,28,1,20,0.666667,0.214612,47,2,39,0,0,1,18,0
L41688,31,974,0.253398,5,145,1,1,0.8461540000000001,0.210345,183,2,64,4,4,1,27,0
L42031,50,158,0.6483869999999999,5,12,0,19,1.0,0.38835,40,0,0,0,0,0,2,0
L42049,46,144,0.552198,5,13,0,17,0.666667,0.213483,19,1,0,0,0,0,2,0
L42061,65,311,0.0,3,22,2,8,1.0,0.366795,95,0,5,0,0,0,5,0
L42466,50,180,0.0962567,1,11,3,17,0.428571,0.246154,32,4,5,1,1,0,8,0
L42569,27,62,0.0,0,3,2,8,1.0,0.55102,27,0,5,1,0,0,11,0
L42604,27,273,0.150769,2,50,21,1,0.411765,0.145833,35,10,0,15,15,0,17,0
L42218,27,47,0.0,1,4,4,2,0.25,0.457143,16,3,1,2,2,0,3,0
L42158,22,49,0.0,0,4,32,0,1.0,0.674419,29,0,0,0,0,0,4,0
L42214,27,48,0.0,1,4,3,2,0.25,0.457143,16,3,1,2,2,0,3,0
L42704,53,211,0.0,2,19,1,1,0.470588,0.301887,48,9,4,9,9,0,16,0
L42148,34,64,0.0,2,4,1,5,0.333333,0.4,16,2,1,1,1,0,2,0
L42170,33,100,0.0,4,10,2,11,0.666667,0.25,19,1,1,2,2,0,3,0
L42195,26,57,0.0,0,2,1,6,0.333333,0.421053,16,2,2,1,1,0,2,0
L42210,51,129,0.0,1,6,1,7,0.333333,0.428571,36,2,4,1,1,0,4,0
L42249,26,46,0.0,0,2,1,5,0.333333,0.516129,16,2,1,1,1,0,2,0
L42257,35,73,0.8205129999999999,2,5,1,6,0.5,0.313726,16,1,0,1,1,0,1,0
L42266,32,61,0.0,0,2,1,7,0.666667,0.487179,19,1,2,1,1,0,2,0
L42278,28,62,0.0,1,3,1,9,0.333333,0.347826,16,2,5,1,1,0,2,0
L42299,38,112,0.0,4,11,1,15,0.666667,0.30487800000000004,25,1,5,1,1,0,2,0
L42327,24,30,0.0,0,1,1,1,0.5,0.695652,16,1,0,1,1,0,1,0
L42332,31,45,0.0,0,1,1,3,0.5,0.6153850000000001,16,1,0,1,1,0,1,0
L42337,22,29,0.0,0,1,6,1,0.5,0.695652,16,1,0,2,1,0,2,0
L42347,24,46,0.0,0,2,1,6,0.333333,0.470588,16,2,1,2,1,0,3,0
L42360,27,53,0.0,2,4,1,4,0.333333,0.390244,16,2,1,2,1,0,3,0
L42372,24,54,0.0,0,2,1,6,0.666667,0.475,19,1,1,2,1,0,3,0
L42381,27,55,0.0,2,4,1,4,0.333333,0.390244,16,2,1,2,1,0,3,0
L42389,33,70,0.0,2,4,1,12,0.666667,0.38,19,1,1,2,1,0,3,0
L42401,26,47,0.0,1,4,1,2,0.25,0.457143,16,3,1,2,2,0,3,0
L42414,25,39,0.953488,0,1,1,6,0.5,0.592593,16,1,0,2,1,0,2,0
L42419,28,41,0.953488,0,1,1,6,0.5,0.64,16,1,0,1,1,0,1,0
L42424,34,81,0.0,3,5,1,9,1.0,0.409836,25,0,1,1,1,0,2,0
L42434,38,85,0.0,3,5,1,17,0.333333,0.357143,20,2,1,1,1,0,2,0
L42443,35,94,0.0,2,6,1,8,0.75,0.486842,37,1,3,1,1,0,4,0
L45686,24,29,0.0,0,1,1,0,0.5,0.76,19,1,0,1,1,0,1,0
L45698,6,34,0.0,2,3,20,0,0.0,0.212121,7,2,6,0,0,0,1,0
L4549,11,425,0.328727,3,104,22,0,0.75,0.16188,62,1,6,1,1,1,28,0
L45740,10,422,0.589585,3,51,0,11,0.5,0.19403,78,1,14,1,0,1,34,0
L45811,10,836,0.551077,7,130,0,10,0.5,0.20642800000000006,167,1,18,1,0,1,38,0
L45865,10,1313,0.507346,6,206,0,12,0.5,0.203137,259,1,23,1,0,1,44,0
L45939,10,1033,0.498705,5,140,0,11,0.5,0.187375,187,1,24,1,0,1,40,0
L46004,10,1500,0.4609,9,219,0,11,0.5,0.207084,304,1,20,1,0,1,41,0
L46064,10,725,0.713662,7,116,0,10,0.5,0.198288,139,1,18,1,0,1,35,0
L46108,10,687,0.749175,7,109,0,10,0.5,0.197289,131,1,17,1,0,1,35,0
L46150,10,1157,0.44754,5,171,0,7,0.5,0.230357,258,1,20,1,0,1,43,0
L46214,10,1179,0.474551,8,164,0,10,0.5,0.174064,200,1,20,1,0,1,39,0
L46270,10,2180,0.622257,7,351,0,13,0.5,0.233924,502,1,25,1,0,1,45,0
L46350,10,1907,0.555825,5,262,0,5,0.5,0.15798,294,1,10,1,0,1,61,0
L46401,10,357,0.573922,4,44,0,9,0.5,0.180473,61,1,13,1,0,1,33,0
L46431,10,905,0.689539,6,141,0,11,0.5,0.201824,177,1,17,1,0,1,40,0
L46483,10,1115,0.465065,8,155,0,8,0.5,0.171271,186,1,19,1,0,1,39,0
L46537,10,1023,0.374603,8,140,0,10,0.5,0.151606,151,1,17,1,0,1,40,0
L46589,10,726,0.43975,5,98,0,6,0.5,0.16786199999999998,117,1,17,1,0,1,39,0
L46639,10,1181,0.466607,8,162,0,8,0.5,0.180712,208,1,20,1,0,1,39,0
L46695,10,348,0.505071,3,41,0,7,0.5,0.173252,57,1,13,1,0,1,33,0
L46725,10,3129,0.687249,8,479,0,10,0.5,0.215223,656,1,40,1,0,1,69,0
L6358,22,54,0.0,0,2,4,0,1.0,0.75,24,0,4,1,1,0,2,0
L59020,19,37,0.0,0,0,9,0,1.0,0.4,8,0,1,0,0,0,0,0
L59025,23,145,0.332599,4,27,6,0,0.8,0.30201300000000003,45,1,0,4,4,0,4,0
L59040,31,96,0.0,2,11,238,3,1.0,0.408451,29,0,1,1,1,0,5,0
L939,24,67,0.0,0,6,22,1,1.0,0.55,22,0,1,4,4,0,6,0
L979,21,91,0.505155,2,18,35,0,0.333333,0.188406,13,4,2,2,2,0,5,0
L1329,30,1143,0.0,7,99,6,7,0.857143,0.17611300000000002,87,1,10,0,0,0,18,0
L1342,28,374,0.0,8,52,7,0,0.764706,0.217391,70,4,7,5,5,3,17,0
L59448,26,139,0.348624,1,21,26,2,0.8888889999999999,0.287234,27,1,1,0,0,0,9,0
L7747,20,39,0.0,0,4,6,0,0.2,0.3,6,4,1,0,0,0,4,0
L18241,22,64,0.0,1,9,7,3,0.14285699999999998,0.111111,4,6,3,4,2,1,10,0
L7760,20,27,0.0,0,1,5,0,1.0,0.7,7,0,0,0,0,0,1,0
L59536,73,747,0.0,8,107,18,25,0.92,0.270903,162,2,14,17,17,1,39,0
L59788,26,52,0.0,2,3,0,2,0.5,0.190476,4,1,0,0,0,0,2,0
L59793,28,68,0.0,1,5,1,1,0.5,0.11428599999999997,4,1,20,5,1,2,28,0
L9659,23,90,0.0,0,8,48,0,1.0,0.727273,48,0,0,0,0,0,8,0
L10049,22,94,0.0,0,15,57,0,0.5625,0.6190479999999999,39,7,1,10,10,1,15,0
L60219,22,60,0.0,0,7,112,8,0.375,0.314286,11,5,1,7,7,0,7,0
L12913,22,39,0.0,2,5,3,2,0.5,0.26087,6,1,0,0,0,0,1,0
L60405,42,152,0.0,3,20,1,7,0.25,0.0934579,10,3,0,0,0,0,4,0
L60410,43,172,0.636238,1,17,1,15,0.166667,0.0434783,5,5,5,1,1,1,8,0
L60677,33,268,0.812844,5,35,4,0,0.416667,0.30454499999999995,67,7,2,1,1,0,12,0
L60734,40,140,0.0,1,10,3,3,0.25,0.09375,6,3,2,0,0,0,6,0
L14254,33,102,0.0,1,6,3,8,0.2,0.190476,8,4,19,7,0,2,45,0
L11879,28,49,0.0,0,7,21,0,0.25,0.55,11,6,0,4,4,0,7,0
L11859,67,565,0.0,5,90,23,18,0.411765,0.216146,83,10,17,7,7,2,44,1
L61085,27,75,0.0,3,10,13,8,0.5,0.375,18,3,1,3,3,0,5,0
L11867,42,147,0.0,6,28,19,9,0.4,0.174757,18,3,1,1,1,1,8,0
L61125,27,52,0.0,1,5,0,5,0.5,0.214286,6,1,1,1,1,0,2,0
L14229,38,110,0.0,4,17,5,5,0.4,0.205479,15,3,18,7,1,2,34,0
L14324,23,41,0.0,2,4,2,4,1.0,0.2,4,0,1,1,0,1,10,0
L156,35,134,0.158915,2,7,3,1,0.5,0.175439,10,1,3,0,0,0,7,1
L603,30,299,0.189208,28,78,1,30,0.08333330000000001,0.0930233,24,11,10,25,7,10,45,1
L878,90,1883,0.0695168,12,391,14,96,0.0909091,0.157503,275,20,39,17,17,1,43,2
L1684,24,40,0.0,1,3,3,6,0.5,0.263158,5,1,1,0,0,0,1,0
L1711,29,82,0.0,2,12,10,5,0.14285699999999998,0.16,8,6,1,1,1,0,8,1
L1749,42,393,0.0241411,5,73,46,15,0.473684,0.287879,95,10,11,7,7,4,20,3
L1642,24,101,0.0,1,11,10,0,0.4,0.272727,18,6,8,5,5,1,10,0
L1280,23,116,0.0,1,20,4,0,0.0909091,0.123457,10,10,9,4,4,0,10,0
L1995,26,136,0.0,1,19,3,16,0.07142860000000001,0.0927835,9,13,6,6,6,6,13,0
L933,27,107,0.306667,2,15,8,0,0.125,0.222222,18,7,12,2,2,1,7,0
